,State,County,lat,lon,# Droughts PET (2 CAT/2wk)(2 wk intervals),# Droughts PET (2 CAT/2wk)(4 wk intervals),# Droughts PET (2 CAT/4wk)(2 wk intervals),# Droughts PET (2 CAT/4wk)(4 wk intervals),# Droughts PET (-2 Z-SCORE/2wk)(2 wk intervals),# Droughts PET (-2 Z-SCORE/2wk)(4 wk intervals),# Droughts PET (-2 Z-SCORE/4wk)(2 wk intervals),# Droughts PET (-2 Z-SCORE/4wk)(4 wk intervals),# Droughts VWC (2 CAT/2wk)(Tuesdays),# Droughts VWC (2 CAT/4wk)(Tuesdays),# Droughts VWC (-2 Z-SCORE/2wk)(Tuesdays),# Droughts VWC (-2 Z-SCORE/4wk)(Tuesdays),# Droughts Precip (2 CAT/2wk)(2 wk intervals),# Droughts Precip (2 CAT/2wk)(4 wk intervals),# Droughts Precip (2 CAT/4wk)(2 wk intervals),# Droughts Precip (2 CAT/4wk)(4 wk intervals),# Droughts Precip (-2 Z-SCORE/2wk)(2 wk intervals),# Droughts Precip (-2 Z-SCORE/2wk)(4 wk intervals),# Droughts Precip (-2 Z-SCORE/4wk)(2 wk intervals),# Droughts Precip (-2 Z-SCORE/4wk)(4 wk intervals),Highest Month PET (2 CAT/2wk)(2 wk intervals),Highest Month PET (2 CAT/2wk)(4 wk intervals),Highest Month PET (2 CAT/4wk)(2 wk intervals),Highest Month PET (2 CAT/4wk)(4 wk intervals),Highest Month PET (-2 Z-SCORE/2wk)(2 wk intervals),Highest Month PET (-2 Z-SCORE/2wk)(4 wk intervals),Highest Month PET (-2 Z-SCORE/4wk)(2 wk intervals),Highest Month PET (-2 Z-SCORE/4wk)(4 wk intervals),Highest Month VWC (2 CAT/2wk)(Tuesdays),Highest Month VWC (2 CAT/4wk)(Tuesdays),Highest Month VWC (-2 Z-SCORE/2wk)(Tuesdays),Highest Month VWC (-2 Z-SCORE/4wk)(Tuesdays),Highest Month Precip (2 CAT/2wk)(2 wk intervals),Highest Month Precip (2 CAT/2wk)(4 wk intervals),Highest Month Precip (2 CAT/4wk)(2 wk intervals),Highest Month Precip (2 CAT/4wk)(4 wk intervals),Highest Month Precip (-2 Z-SCORE/2wk)(2 wk intervals),Highest Month Precip (-2 Z-SCORE/2wk)(4 wk intervals),Highest Month Precip (-2 Z-SCORE/4wk)(2 wk intervals),Highest Month Precip (-2 Z-SCORE/4wk)(4 wk intervals)
64,MA,Suffolk,42.326256,-71.084657,40,28,36,28,41,20,37,29,22,15,51,45,39,21,32,21,33,12,29,24,['July'],['July'],['August'],['July'],"['July', 'April']",['July'],['September'],['June'],['April'],['September'],"['April', 'May']",['July'],"['April', 'August']",['June'],"['March', 'July', 'September']",['June'],['August'],"['June', 'March', 'August', 'May']","['April', 'July', 'September']",['May']
65,MA,Worcester,42.311693,-71.940282,37,27,34,27,35,14,27,27,29,22,54,47,35,22,29,22,35,11,33,23,['April'],['July'],"['March', 'June']",['July'],"['July', 'April']",['July'],"['March', 'June']","['May', 'July']",['April'],"['April', 'September']","['April', 'May']",['June'],['July'],"['September', 'May']",['September'],"['September', 'May']",['May'],"['July', 'March', 'June', 'August']",['June'],"['June', 'May', 'April']"
66,NH,Belknap,43.519109,-71.425366,40,23,35,23,41,11,27,21,20,16,54,46,38,24,33,24,27,11,30,24,['April'],"['July', 'May']",['June'],"['July', 'May']",['July'],['June'],['March'],['May'],['April'],['March'],['May'],['June'],['September'],['September'],['September'],['September'],"['April', 'September']",['September'],['September'],['September']
67,NH,Carroll,43.867567,-71.201665,46,27,40,27,42,14,26,27,24,16,56,42,36,27,36,27,42,11,31,23,"['April', 'July']","['July', 'June', 'May']","['June', 'September']","['July', 'June', 'May']",['July'],['June'],['March'],['May'],['April'],['September'],"['May', 'April']",['April'],"['June', 'September']",['June'],"['September', 'April']",['June'],"['June', 'September']",['March'],['September'],['June']
68,NH,Cheshire,42.925455,-72.248217,37,25,30,25,33,10,23,21,24,18,65,46,37,25,36,25,36,10,34,16,['April'],['May'],['June'],['May'],"['June', 'April']",['June'],['March'],['May'],['April'],['September'],['May'],"['May', 'July']",['April'],"['June', 'September']",['May'],"['June', 'September']","['April', 'August']",['March'],['September'],['June']
69,NH,Coos,44.652419,-71.289383,38,23,32,23,33,9,28,28,29,23,55,50,39,34,34,34,35,18,24,31,['April'],"['August', 'July', 'April']",['March'],"['August', 'July', 'April']",['April'],['June'],['July'],['July'],['April'],['April'],['May'],['April'],['April'],['September'],"['July', 'April']",['September'],['July'],['March'],['June'],['September']
70,NH,Grafton,43.926488,-71.842264,39,31,33,31,42,12,27,28,37,33,44,44,36,26,32,26,34,5,23,22,['April'],['May'],['June'],['May'],['June'],['June'],"['March', 'May', 'April']",['May'],['May'],['April'],['May'],"['April', 'June']","['September', 'May']",['September'],['September'],['September'],['May'],"['March', 'May']","['May', 'September']",['September']
71,NH,Hillsborough,42.911643,-71.723101,41,29,35,29,41,14,29,29,22,18,44,36,36,27,35,27,32,14,32,23,['July'],"['July', 'June', 'May']",['June'],"['July', 'June', 'May']",['April'],"['July', 'August', 'May']",['March'],"['June', 'May']",['April'],"['March', 'September']",['April'],['April'],"['June', 'April']","['March', 'September']",['September'],"['March', 'September']",['August'],"['August', 'March']",['September'],['June']
72,NH,Merrimack,43.299485,-71.68013,42,29,37,29,44,13,28,28,19,17,50,43,36,29,34,29,34,12,28,23,"['July', 'April']",['July'],"['June', 'July', 'May', 'September']",['July'],['April'],['May'],['March'],"['May', 'April']",['April'],"['September', 'March']",['May'],"['April', 'June']","['April', 'June']",['September'],"['May', 'April']",['September'],['September'],['September'],['June'],['June']
73,NH,Rockingham,42.98936,-71.099437,43,30,38,30,40,16,30,28,24,17,38,39,31,21,30,21,24,12,31,18,['July'],['July'],['July'],['July'],['April'],['July'],['March'],"['June', 'July', 'May']",['April'],['April'],['July'],['June'],['August'],"['June', 'May', 'July']","['July', 'May']","['June', 'May', 'July']",['August'],"['August', 'March']",['September'],['September']
74,NH,Strafford,43.293177,-71.035927,49,30,40,30,43,15,28,27,16,13,36,30,31,23,27,23,26,11,31,20,['July'],['July'],['June'],['July'],['July'],['July'],"['March', 'April', 'July', 'September']","['June', 'April']",['April'],['March'],"['May', 'April']","['April', 'August']","['June', 'April', 'August']",['September'],"['June', 'March', 'May', 'July', 'September']",['September'],['September'],['March'],['September'],['June']
75,NH,Sullivan,43.361188,-72.222084,45,30,39,30,41,13,27,32,22,18,43,30,38,22,34,22,35,10,30,24,['July'],['July'],['March'],['July'],"['June', 'April']",['May'],['March'],"['May', 'April']","['September', 'April']","['April', 'September']","['April', 'August']",['September'],['April'],"['March', 'September']","['May', 'July', 'April']","['March', 'September']",['September'],['March'],['September'],['September']
76,NJ,Atlantic,39.469354,-74.633758,34,23,30,23,33,15,25,19,16,8,42,35,35,26,33,26,29,13,26,26,['May'],"['September', 'June', 'August']",['August'],"['September', 'June', 'August']","['May', 'August']","['September', 'May']",['June'],['August'],"['April', 'March']",['March'],['April'],['April'],['August'],"['August', 'June']","['June', 'April']","['August', 'June']",['April'],['May'],['May'],['May']
77,NJ,Bergen,40.95909,-74.074522,42,28,36,28,36,12,26,29,24,16,59,47,35,23,30,23,29,16,22,24,['April'],['July'],"['June', 'July']",['July'],['May'],"['July', 'March']",['March'],"['March', 'May']",['April'],"['March', 'September']","['April', 'May']",['June'],['April'],['May'],['April'],['May'],['June'],['July'],['May'],['May']
78,NJ,Burlington,39.875786,-74.663006,36,22,37,22,33,13,28,23,16,9,43,32,33,24,26,24,33,11,24,25,"['July', 'May', 'June']",['July'],"['August', 'May', 'June']",['July'],['May'],['May'],['March'],"['March', 'May']",['April'],['March'],['May'],"['April', 'July']","['August', 'May']",['August'],['April'],['August'],['May'],"['June', 'August']",['May'],['May']
79,NJ,Camden,39.802352,-74.961251,38,27,37,27,33,17,35,27,17,13,39,29,33,24,31,24,32,9,26,22,['July'],['July'],"['July', 'August']",['July'],['May'],['July'],['March'],['March'],['April'],['March'],['April'],"['September', 'April']","['April', 'June']",['June'],['June'],['June'],['June'],"['March', 'May']",['April'],['May']
80,NJ,Cape May,39.086143,-74.847716,34,21,32,21,28,8,25,15,11,5,29,17,29,27,25,27,32,13,28,21,['July'],['September'],['August'],['September'],"['June', 'August']","['August', 'March']",['August'],"['August', 'March']",['March'],['March'],['April'],['April'],"['July', 'August']",['June'],['May'],['June'],['April'],['May'],['May'],['May']
81,NJ,Cumberland,39.328387,-75.121644,37,22,36,22,26,8,27,19,12,6,28,22,37,26,37,26,25,11,22,18,['July'],"['April', 'September', 'June']",['August'],"['April', 'September', 'June']",['May'],"['September', 'March']",['March'],['March'],['March'],['March'],['April'],['September'],['April'],"['September', 'May']","['May', 'April']","['September', 'May']",['April'],['May'],['May'],"['June', 'April', 'May']"
82,NJ,Essex,40.787217,-74.246136,40,24,33,24,35,15,30,30,25,16,39,33,34,28,31,28,27,13,26,27,['July'],['July'],"['July', 'May']",['July'],"['July', 'May']",['May'],['March'],"['March', 'May']",['April'],['April'],['May'],"['March', 'April', 'June']",['June'],"['July', 'August', 'June']",['June'],"['July', 'August', 'June']",['April'],['July'],['June'],['March']
83,NJ,Gloucester,39.721019,-75.143708,36,26,32,26,32,14,40,26,18,14,39,37,35,21,36,21,32,10,21,26,['July'],['July'],['August'],['July'],['May'],['May'],['March'],['March'],['April'],['March'],['April'],"['May', 'July']",['May'],"['August', 'June', 'September']",['May'],"['August', 'June', 'September']",['May'],['May'],['May'],['May']
84,NJ,Hudson,40.731384,-74.078627,39,25,34,25,39,16,28,29,28,21,47,28,37,25,34,25,33,13,28,18,['July'],['July'],['May'],['July'],['May'],"['July', 'May']","['March', 'June']",['March'],['April'],['September'],['May'],"['May', 'April']",['June'],['August'],['June'],['August'],['April'],"['June', 'August', 'April', 'July', 'March', 'May']","['May', 'June']","['July', 'May']"
85,NJ,Hunterdon,40.565283,-74.91197,42,26,35,26,34,14,32,30,20,17,24,33,37,22,37,22,25,8,26,23,['July'],['June'],['May'],['June'],['May'],"['July', 'September', 'May']",['March'],"['March', 'July', 'May']",['April'],['April'],['April'],['July'],"['April', 'June']","['August', 'June']","['May', 'April']","['August', 'June']",['April'],"['August', 'May']","['June', 'July']","['July', 'May', 'June']"
86,NJ,Mercer,40.282503,-74.703724,38,25,34,25,39,14,31,27,14,8,38,27,30,20,26,20,27,7,23,24,['July'],['July'],"['June', 'July', 'August']",['July'],['May'],"['July', 'March', 'May']",['March'],['March'],['April'],['March'],['May'],['September'],"['April', 'June']",['August'],['May'],['August'],['April'],['August'],"['May', 'June']","['June', 'August']"
87,NJ,Middlesex,40.439593,-74.407585,38,29,35,29,36,15,30,30,27,21,38,29,38,24,32,24,34,9,29,23,['July'],['July'],['July'],['July'],['May'],"['July', 'May']",['March'],['March'],['April'],['April'],['April'],['April'],['June'],"['August', 'March', 'June']","['May', 'June', 'April']","['August', 'March', 'June']",['April'],['July'],['June'],['June']
88,NJ,Monmouth,40.287056,-74.152446,42,28,38,28,38,16,25,26,23,15,51,31,34,21,29,21,35,10,23,21,['May'],['July'],['August'],['July'],['May'],['July'],"['March', 'June']","['March', 'May']",['April'],"['March', 'September']",['May'],['August'],['June'],['August'],['June'],['August'],['June'],"['July', 'June', 'August']",['June'],['May']
89,NJ,Morris,40.858581,-74.547427,39,25,36,25,40,14,32,29,27,19,37,31,37,22,31,22,27,10,22,25,['July'],['July'],['July'],['July'],['July'],['July'],"['March', 'June', 'April', 'August', 'September']","['March', 'May']",['April'],['September'],['May'],['July'],['April'],['August'],['September'],['August'],['April'],['August'],"['May', 'April']","['June', 'August']"
90,NJ,Ocean,39.86585,-74.263027,38,21,35,21,32,15,27,26,27,18,41,29,29,25,27,25,29,13,27,27,"['August', 'May', 'July']","['September', 'June']",['August'],"['September', 'June']",['May'],['May'],['March'],"['March', 'May']",['April'],['September'],['April'],['April'],['April'],['June'],['June'],['June'],"['April', 'May']",['August'],['May'],['May']
91,NJ,Passaic,41.033763,-74.300308,38,24,35,24,32,13,28,30,26,16,32,32,39,21,31,21,27,12,22,22,['July'],"['July', 'September', 'May', 'June']","['April', 'August']","['July', 'September', 'May', 'June']",['May'],"['July', 'May']",['March'],"['March', 'May']",['April'],['April'],['April'],['July'],['April'],"['August', 'May']",['April'],"['August', 'May']",['April'],['May'],['June'],"['July', 'May']"
92,NJ,Salem,39.573828,-75.357356,38,25,36,25,31,12,37,23,18,14,32,25,40,21,37,21,25,7,18,17,"['July', 'August']",['July'],['August'],['July'],['May'],"['July', 'September', 'May', 'March', 'June']",['March'],"['March', 'August']",['April'],"['March', 'September']","['April', 'May']",['April'],['April'],"['September', 'June']","['May', 'April']","['September', 'June']",['April'],['May'],['May'],['May']
93,NJ,Somerset,40.565522,-74.61993,42,28,36,28,32,14,33,31,22,19,29,33,40,20,33,20,27,9,26,25,['July'],"['July', 'June']",['July'],"['July', 'June']",['May'],"['July', 'May']","['July', 'August']",['March'],['April'],"['March', 'April']",['April'],['July'],"['April', 'August']",['April'],"['June', 'April']",['April'],['April'],"['July', 'March', 'August']",['June'],['July']
94,NJ,Sussex,41.137424,-74.691855,37,23,37,23,34,19,30,29,23,19,32,40,33,17,30,17,30,11,25,27,"['June', 'July']",['July'],['July'],['July'],"['July', 'May']",['July'],['March'],['March'],['April'],"['March', 'April', 'September']","['April', 'May']",['July'],['April'],"['July', 'March', 'May']","['May', 'July']","['July', 'March', 'May']","['May', 'April']",['July'],"['June', 'April']","['June', 'July']"
95,NJ,Union,40.659871,-74.308696,41,25,34,25,36,16,31,32,24,17,42,26,34,21,30,21,29,11,22,25,"['June', 'July']","['July', 'May']","['July', 'May']","['July', 'May']",['May'],"['May', 'March']",['June'],['May'],['April'],"['March', 'April']","['April', 'May']",['April'],"['April', 'May']","['July', 'June', 'August', 'March', 'May']",['April'],"['July', 'June', 'August', 'March', 'May']",['April'],"['June', 'April', 'August', 'March']","['June', 'July']","['July', 'June']"
96,NJ,Warren,40.853524,-75.009542,37,25,35,25,29,18,32,28,26,20,36,38,32,18,30,18,25,10,25,24,['June'],['July'],"['May', 'August']",['July'],['May'],['September'],['March'],"['March', 'August', 'May']",['April'],['April'],['April'],['April'],['April'],"['August', 'June', 'September']","['May', 'July', 'April', 'September']","['August', 'June', 'September']",['April'],"['March', 'May', 'September']","['June', 'April']",['April']
97,NY,Albany,42.588271,-73.974014,37,22,34,22,30,9,24,27,27,24,44,42,34,24,35,24,39,8,31,23,['April'],['July'],['March'],['July'],['April'],['July'],['March'],['May'],['April'],['September'],['April'],['April'],"['June', 'September', 'April']","['August', 'May']",['May'],"['August', 'May']",['April'],"['August', 'March', 'May', 'September']",['September'],['September']
98,NY,Allegany,42.247894,-78.026176,37,22,34,22,30,14,35,28,34,33,29,32,39,29,35,29,40,15,28,21,['June'],['May'],"['March', 'May']",['May'],['September'],['May'],['March'],['May'],"['August', 'September', 'April', 'May']",['May'],['May'],['June'],['June'],['March'],['September'],['March'],['September'],['March'],['May'],['September']
99,NY,Bronx ,40.848711,-73.852939,40,24,33,24,37,15,30,31,14,8,42,29,18,16,15,16,22,5,19,14,['July'],['July'],['July'],['July'],['May'],['July'],"['March', 'June', 'July', 'August']","['March', 'May']",['April'],['March'],"['April', 'May']",['July'],['May'],['May'],['May'],['May'],['May'],"['March', 'August', 'May', 'April', 'September']",['June'],['March']
100,NY,Broome,42.161977,-75.830291,38,23,37,23,32,12,26,25,33,35,30,32,40,26,39,26,37,11,21,21,['July'],['September'],['May'],['September'],"['September', 'April']","['March', 'May']",['March'],['May'],['April'],['April'],['April'],['June'],['April'],['September'],['May'],['September'],['April'],"['June', 'May', 'September', 'April']",['June'],"['June', 'August', 'September']"
101,NY,Cattaraugus,42.244853,-78.681006,40,26,36,26,31,12,33,25,34,33,28,32,39,26,37,26,33,12,29,21,['July'],['September'],"['May', 'March']",['September'],['September'],['May'],['March'],['May'],['September'],['August'],['May'],"['July', 'August']","['April', 'June']","['March', 'May']",['July'],"['March', 'May']",['April'],['August'],['September'],"['August', 'July']"
102,NY,Cayuga,43.008546,-76.574587,42,25,42,25,36,10,30,25,31,31,42,39,38,26,34,26,30,13,24,21,"['June', 'April', 'July']",['July'],['May'],['July'],"['April', 'September']","['July', 'May', 'April', 'September']",['March'],"['March', 'July', 'April']",['April'],['April'],['April'],['April'],['June'],['September'],['May'],['September'],['April'],"['May', 'August']",['June'],['September']
103,NY,Chautauqua,42.304216,-79.407595,38,24,37,24,25,10,31,22,36,36,34,33,47,32,39,32,31,18,32,22,['July'],"['July', 'May']",['April'],"['July', 'May']",['April'],['May'],['March'],['May'],"['September', 'August']",['July'],['September'],['July'],['September'],"['September', 'May']","['May', 'September']","['September', 'May']","['August', 'May', 'September']",['August'],['May'],"['July', 'May']"
104,NY,Chemung,42.155281,-76.747179,34,19,35,19,29,12,28,25,22,27,30,31,36,28,36,28,39,17,27,20,['April'],"['September', 'May', 'June']",['March'],"['September', 'May', 'June']",['September'],"['July', 'March']",['March'],['July'],['September'],['September'],['May'],['June'],['April'],"['May', 'March', 'September']","['June', 'July']","['May', 'March', 'September']",['April'],"['April', 'March', 'September']",['September'],"['April', 'September']"
105,NY,Chenango,42.489732,-75.604905,37,21,38,21,36,11,28,25,33,34,40,36,46,26,43,26,43,11,30,26,"['July', 'April']",['July'],['March'],['July'],['July'],"['July', 'August']",['March'],['July'],['September'],['September'],"['May', 'September']",['June'],['June'],['September'],"['June', 'May']",['September'],['April'],['May'],['June'],"['June', 'September']"
106,NY,Clinton,44.75271,-73.705648,33,25,32,25,35,13,29,27,26,23,50,38,37,23,29,23,30,10,26,22,"['June', 'April']",['July'],['March'],['July'],['April'],"['March', 'July', 'May', 'August', 'September']","['March', 'April']",['August'],['May'],['April'],"['May', 'June']",['September'],['September'],['May'],['September'],['May'],['September'],['May'],"['April', 'September']","['April', 'September', 'May']"
107,NY,Columbia,42.247729,-73.626805,44,24,39,24,33,12,31,28,33,28,58,54,38,28,36,28,32,11,29,25,['July'],['July'],"['March', 'August']",['July'],['April'],['July'],['June'],['May'],['April'],['April'],['July'],['June'],['April'],"['May', 'June']",['September'],"['May', 'June']",['April'],['May'],"['June', 'September']",['July']
108,NY,Cortland,42.593824,-76.076265,42,24,43,24,36,10,28,22,35,35,36,36,38,23,34,23,39,7,21,19,"['June', 'July', 'April']",['July'],['March'],['July'],"['May', 'September', 'April']","['July', 'March', 'May', 'August']","['March', 'August', 'September']",['July'],"['April', 'September']",['September'],['May'],['September'],"['June', 'September']","['June', 'May', 'September']",['September'],"['June', 'May', 'September']",['September'],['May'],['September'],['September']
109,NY,Delaware,42.193987,-74.966728,36,18,37,18,34,9,22,22,26,31,33,31,42,27,33,27,39,13,26,27,['July'],['July'],['March'],['July'],['July'],['July'],['March'],['July'],['April'],['September'],['April'],['July'],['April'],"['May', 'September']",['September'],"['May', 'September']",['April'],"['May', 'September']",['June'],['September']
110,NY,Dutchess,41.755009,-73.739951,42,25,40,25,39,15,34,26,30,24,42,34,39,26,36,26,30,14,33,23,['July'],['July'],"['March', 'July']",['July'],['April'],['July'],"['March', 'June', 'July', 'August', 'April']",['May'],['April'],['September'],['July'],['June'],['July'],['June'],['September'],['June'],['April'],['July'],"['June', 'April']",['May']
111,NY,Erie,42.752759,-78.778192,38,27,35,27,31,11,35,23,30,31,30,35,42,28,40,28,37,18,31,24,"['July', 'April']",['July'],['March'],['July'],['September'],['September'],"['March', 'April']","['March', 'May']","['April', 'September']",['April'],['September'],"['April', 'July', 'August']",['May'],"['May', 'March', 'September']",['May'],"['May', 'March', 'September']",['September'],['August'],['June'],"['May', 'September']"
112,NY,Essex,44.108971,-73.777573,28,26,28,26,38,10,27,29,31,25,55,43,43,26,30,26,43,16,31,24,['April'],['July'],['March'],['July'],['April'],"['April', 'May', 'July', 'September']",['April'],['August'],['May'],['April'],['September'],['July'],['May'],['May'],['May'],['May'],['May'],"['March', 'May']",['June'],['May']
113,NY,Franklin,44.594374,-74.31067,30,25,29,25,36,9,27,29,42,38,58,48,43,24,30,24,40,10,33,25,['April'],['July'],['March'],['July'],['September'],['May'],['April'],['August'],['May'],['May'],['May'],['July'],"['August', 'March']","['August', 'May']",['September'],"['August', 'May']","['May', 'March']",['May'],"['September', 'May']",['April']
114,NY,Fulton,43.115609,-74.423678,35,22,34,22,34,10,25,24,32,30,60,45,44,33,39,33,37,11,34,28,"['April', 'July']",['July'],['March'],['July'],['April'],['July'],['April'],['July'],['April'],['September'],['September'],['July'],['August'],['September'],"['September', 'July']",['September'],['April'],['May'],['September'],['July']
115,NY,Genesee,43.00091,-78.192778,34,25,34,25,31,10,35,23,29,27,41,44,47,29,39,29,35,11,27,22,"['July', 'April']",['July'],['March'],['July'],['September'],"['May', 'September']","['August', 'March', 'April']","['April', 'May']",['April'],['April'],['April'],['August'],['April'],['August'],['May'],['August'],['August'],['August'],"['September', 'May']","['June', 'August', 'September']"
116,NY,Greene,42.286951,-74.149495,39,21,39,21,33,11,23,27,26,24,34,27,35,16,32,16,35,12,24,22,['April'],['July'],['March'],['July'],['April'],['July'],['March'],['July'],['April'],['September'],['April'],['August'],['April'],"['September', 'May']","['April', 'May']","['September', 'May']",['April'],"['March', 'May']","['June', 'May']",['April']
117,NY,Hamilton,43.657879,-74.502456,31,29,33,29,34,9,25,24,28,25,52,52,43,32,37,32,44,12,32,32,"['April', 'July']",['July'],['March'],['July'],['April'],"['May', 'July', 'September']","['March', 'August', 'April']","['July', 'April']",['April'],['April'],['July'],"['April', 'June']",['May'],['May'],['September'],['May'],['September'],['September'],['June'],['May']
118,NY,Herkimer,43.461635,-74.894694,31,21,28,21,32,6,26,22,30,24,61,46,43,31,33,31,34,15,32,29,['April'],['July'],"['March', 'May']",['July'],"['April', 'May']",['May'],['March'],['April'],['April'],['April'],"['May', 'July']",['April'],['May'],['September'],['April'],['September'],['April'],"['March', 'May']",['June'],['May']
119,NY,Jefferson,43.995371,-76.053522,34,25,34,25,34,9,28,27,28,25,30,29,38,25,31,25,29,10,26,22,['July'],['July'],['May'],['July'],"['September', 'April']","['August', 'May']",['March'],['August'],['April'],['March'],"['May', 'April', 'September']",['September'],['June'],['May'],['May'],['May'],"['June', 'September']","['August', 'September', 'May']",['May'],['June']
120,NY,Kings ,40.635133,-73.950777,39,29,35,29,37,14,26,31,25,18,38,34,36,23,29,23,32,8,23,17,['July'],['July'],['June'],['July'],['May'],"['July', 'May']",['June'],['May'],['April'],['March'],['April'],"['April', 'August']","['April', 'June']",['May'],['June'],['May'],"['April', 'May']","['March', 'August']",['June'],['August']
121,NY,Lewis,43.786397,-75.442617,30,17,27,17,24,4,20,13,22,18,53,39,35,26,29,26,34,14,26,25,['July'],"['August', 'July']",['May'],"['August', 'July']",['April'],['May'],['March'],"['March', 'April']",['September'],['September'],['September'],['July'],"['April', 'May']",['August'],"['June', 'March', 'July']",['August'],['September'],['May'],['May'],['September']
122,NY,Livingston,42.727485,-77.76978,37,26,35,26,32,11,30,23,26,29,27,30,38,29,31,29,38,8,30,26,['June'],['May'],['May'],['May'],"['April', 'September']",['May'],['March'],"['March', 'May']","['April', 'September']",['April'],['April'],['June'],['April'],"['September', 'March', 'May']",['June'],"['September', 'March', 'May']",['April'],"['August', 'May', 'March']",['September'],"['August', 'May', 'September']"
123,NY,Madison,42.910026,-75.663575,35,20,34,20,35,10,27,23,36,35,35,34,32,22,33,22,35,10,24,19,"['July', 'April']",['July'],['March'],['July'],['April'],['August'],['March'],"['July', 'April']","['April', 'September']",['April'],['September'],"['June', 'September', 'July']","['April', 'September']",['September'],['May'],['September'],['April'],['September'],['September'],"['September', 'April']"
124,NY,Monroe,43.081408,-77.729899,40,20,38,20,34,10,33,22,23,21,29,40,38,28,33,28,34,15,31,24,"['July', 'August', 'April']",['May'],"['July', 'March']",['May'],['September'],['May'],['March'],"['March', 'May']",['April'],['April'],['May'],['May'],['June'],['September'],['June'],['September'],['May'],['June'],"['April', 'May']",['September']
125,NY,Montgomery,42.900891,-74.435358,34,23,33,23,34,9,26,24,26,29,30,31,41,26,39,26,35,12,30,25,['April'],['July'],['March'],['July'],['April'],['July'],"['March', 'April']",['April'],['April'],['April'],['April'],['September'],['August'],['September'],['July'],['September'],['April'],"['May', 'September']",['July'],['July']
126,NY,Nassau,40.729687,-73.589384,36,23,32,23,38,19,27,33,29,23,41,32,35,24,29,24,36,14,26,24,['June'],['July'],"['June', 'August']",['July'],['May'],['July'],['June'],"['March', 'July', 'May']",['April'],['April'],['May'],['August'],"['April', 'June']",['August'],['August'],['August'],['May'],['August'],['June'],['June']
127,NY,New York ,40.776557,-73.970174,37,29,32,29,36,17,26,30,28,18,44,33,32,28,32,28,27,13,30,22,['July'],['July'],"['June', 'July']",['July'],"['July', 'May']",['July'],"['March', 'June']",['March'],['April'],['September'],['April'],"['April', 'July']",['June'],"['May', 'March', 'June']",['May'],"['May', 'March', 'June']",['May'],['July'],['June'],['June']
128,NY,Niagara,43.194518,-78.786643,26,17,21,17,13,9,22,16,22,19,24,25,39,28,32,28,30,8,22,17,['April'],['August'],['April'],['August'],['March'],['August'],['April'],['April'],"['September', 'April']",['September'],"['April', 'September']",['May'],['May'],"['August', 'May']",['May'],"['August', 'May']",['September'],['August'],"['July', 'May']",['May']
129,NY,Oneida,43.242727,-75.434282,31,17,27,17,29,5,24,20,30,30,41,37,42,29,35,29,37,15,28,26,['July'],"['September', 'July']","['March', 'May', 'July']","['September', 'July']",['May'],['May'],"['March', 'April']",['April'],['April'],['August'],['September'],['June'],"['April', 'August', 'September']","['August', 'September']",['August'],"['August', 'September']",['September'],['September'],"['June', 'May']",['August']
130,NY,Onondaga,43.00653,-76.196117,39,21,37,21,34,11,31,22,27,31,32,39,41,25,37,25,35,13,26,27,"['July', 'April']",['July'],"['May', 'March']",['July'],['April'],['September'],"['March', 'August']","['March', 'April']",['April'],['September'],"['April', 'September']",['June'],['June'],['September'],['May'],['September'],['April'],['September'],['June'],['July']
131,NY,Ontario,42.856695,-77.303277,38,25,38,25,32,9,32,24,26,29,39,41,37,33,31,33,36,17,21,29,['July'],['May'],['May'],['May'],['September'],"['May', 'April', 'September']",['March'],['March'],['April'],['April'],['April'],['April'],"['April', 'May']","['September', 'March']","['May', 'April']","['September', 'March']",['April'],"['August', 'September']",['September'],['September']
132,NY,Orange,41.40241,-74.306252,40,24,37,24,32,15,29,29,18,17,24,30,38,23,38,23,27,12,23,20,['July'],['July'],['March'],['July'],['April'],['July'],"['March', 'June', 'August']","['March', 'May']",['April'],['March'],['May'],['June'],['April'],"['July', 'May', 'September']",['April'],"['July', 'May', 'September']",['April'],['May'],['June'],['May']
133,NY,Orleans,43.255515,-78.23546,39,30,37,30,33,9,33,26,19,17,31,26,36,23,31,23,31,9,24,22,"['July', 'April']",['July'],"['August', 'March']",['July'],['September'],['September'],['August'],['May'],['September'],['September'],"['April', 'May']",['May'],['May'],['September'],['May'],['September'],"['April', 'May', 'September']",['May'],['May'],['September']
134,NY,Oswego,43.461443,-76.209258,40,21,39,21,33,9,29,23,30,25,50,41,38,23,38,23,31,11,22,28,"['June', 'April', 'July']",['July'],['May'],['July'],['April'],"['May', 'September']","['March', 'August']","['March', 'April']",['May'],['April'],['May'],['July'],['April'],"['September', 'May']",['May'],"['September', 'May']","['April', 'May', 'September']",['May'],"['September', 'May']",['May']
135,NY,Otsego,42.629776,-75.028841,35,19,35,19,36,7,25,25,29,34,33,31,43,22,38,22,37,12,24,29,"['April', 'July']",['July'],['March'],['July'],"['July', 'April']",['July'],['March'],['July'],"['April', 'May']","['April', 'September']",['April'],['June'],"['April', 'September', 'May']",['September'],['July'],['September'],['April'],['August'],"['July', 'September']",['September']
